-19.00,0
-5.00,0
-1.00,0
-0.50,0
-0.01,0
0.01,0.22
0.50,0.40
1.00,0.55
1.50,0.68
2.00,0.82
2.50,0.97
3.00,1.00
3.50,1.20
4.00,1.20
5.00,1.40
6.00,1.40
7.00,1.55
8.00,1.60
9.00,1.7
10.00,1.8
11.00,1.8
12.00,1.85
13.00,1.95
14.00,2.00
15.00,2.00
16.00,2.00
17.00,2.10
18.00,2.20
19.00,2.20
