-1.99,0
-1.00,0
-0.70,0
-0.65,0
-0.60,0
-0.55,0.001
-0.50,0.002
-0.45,0.002
-0.40,0.003
-0.35,0.004
-0.30,0.005
-0.25,0.006
-0.20,0.008
-0.10,0.011
-0.01,0.014
0.10,0.018
0.20,0.022
0.30,0.026
0.40,0.029
0.50,0.032
0.60,0.035
0.70,0.038
0.80,0.042
1.00,0.048
1.20,0.052
1.40,0.057
1.60,0.062
1.80,0.066
1.99,0.072
