3, 0.0
5, 0.5
7, 2.0
9, 5.0
11, 6.0
13, 8.5
15, 9.0
17, 12.0
19, 13.5
21, 15.0
23, 17.5
25, 19.0
#x [cm], D(x) [micrometer]
