3, 1.0
5, 4.0
7, 4.5
9, 6.5
11, 9.5
13, 13.5
15, 18.0
17, 22.0
19, 24.0
21, 26.0
23, 29.0
25, 30.0
27, 34.0
29, 33.0
31, 32.0
33, 32.0
35, 32.0
37, 32.0
39, 29.0
41, 27.0
43, 25.0
45, 22.0
47, 19.0
49, 11.0
51, 7.0
53, 3.0
#x [cm], D(x) [micrometer]
