3, 1.0
5, 4.0
7, 4.5
9, 6.5
11, 9.5
13, 13.5
15, 18.0
17, 22.0
19, 24.0
21, 26.0
23, 29.0
25, 30.0
#x [cm], D(x) [micrometer]
